ticker,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Capital Expenditure,Interest Paid Supplemental Data,Income Tax Paid Supplemental Data,End Cash Position,Beginning Cash Position,Effect Of Exchange Rate Changes,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Proceeds From Stock Option Exercised,Cash Dividends Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Net Issuance Payments Of Debt,Net Short Term Debt Issuance,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Sale Of Business,Purchase Of Business,Net PPE Purchase And Sale,Sale Of PPE,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Tax Payable,Change In Income Tax Payable,Change In Inventory,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Stock Based Compensation,Asset Impairment Charge,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Depreciation And Amortization,Operating Gains Losses,Pension And Employee Benefit Expense,Gain Loss On Sale Of Business,Net Income From Continuing Operations,Capital Expenditure Reported,Change In Other Working Capital,Change In Other Current Assets,Change In Accrued Expense,Change In Prepaid Assets,Amortization Cash Flow,Amortization Of Intangibles,Depreciation,Gain Loss On Investment Securities,Short Term Debt Payments,Short Term Debt Issuance,Provisionand Write Offof Assets,Issuance Of Capital Stock,Common Stock Issuance,Change In Other Current Liabilities,Unrealized Gain Loss On Investment Securities,Gain Loss On Sale Of PPE,Earnings Losses From Equity Investments,Other Cash Adjustment Inside Changein Cash,Net Preferred Stock Issuance,Preferred Stock Issuance,Net Foreign Currency Exchange Gain Loss,Amortization Of Securities,Net Intangibles Purchase And Sale,Purchase Of Intangibles,Cash From Discontinued Financing Activities,Cash From Discontinued Investing Activities,Cash From Discontinued Operating Activities,Preferred Stock Dividend Paid,Dividend Received Cfo,Preferred Stock Payments,Net Investment Properties Purchase And Sale,Sale Of Investment Properties,Purchase Of Investment Properties,Other Cash Adjustment Outside Changein Cash,Change In Interest Payable,Dividends Received Cfi,Sale Of Intangibles,Excess Tax Benefit From Stock Based Compensation,Interest Received Cfi,Cash Flow From Discontinued Operation,Depletion,Interest Paid Cff,Taxes Refund Paid,Cash Flowsfromusedin Operating Activities Direct,Classesof Cash Payments,Other Cash Paymentsfrom Operating Activities,Paymentson Behalfof Employees,Classesof Cash Receiptsfrom Operating Activities,Other Cash Receiptsfrom Operating Activities,Dividend Paid Cfo,Interest Paid Cfo
KKR,6508342000.0,0.0,-25677318000.0,29136875000.0,-141536000.0,2937009000.0,781552000.0,15367953000.0,20808120000.0,-118951000.0,-5321216000.0,7076330000.0,7076330000.0,4353848000.0,-125007000.0,-612068000.0,-612068000.0,0.0,0.0,3459557000.0,,3459557000.0,-25677318000.0,29136875000.0,-19047424000.0,-19047424000.0,34714000.0,-18940602000.0,56877137000.0,-75817739000.0,0.0,,0.0,-141536000.0,,-141536000.0,6649878000.0,6649878000.0,1089112000.0,2122421000.0,,,,,,565782000.0,565782000.0,100764000.0,746443000.0,,,,,,1747099000.0,,,4906037000.0,,-83769000.0,-1048738000.0,2122421000.0,,,,,2786409000.0,,,,,,-466584000.0,-1939577000.0,,-1039310000.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
KLAC,3741694000.0,-2149946000.0,-750000000.0,0.0,-340209000.0,292771000.0,886937000.0,2078908000.0,1977129000.0,8044000.0,93735000.0,-3785687000.0,-3785687000.0,-132661000.0,,-904594000.0,-904594000.0,-1998432000.0,-2149946000.0,-750000000.0,,-750000000.0,-750000000.0,0.0,-202481000.0,-202481000.0,6424000.0,131304000.0,3022170000.0,-2890866000.0,0.0,0.0,0.0,,,,4081903000.0,4081903000.0,-646175000.0,33789000.0,33789000.0,33789000.0,,,-155170000.0,-367897000.0,-367897000.0,,265011000.0,239100000.0,-246577000.0,-246577000.0,394088000.0,394088000.0,14813000.0,,0.0,4061643000.0,-335259000.0,-68567000.0,-10459000.0,,,,,,,,,,151514000.0,151514000.0,-77871000.0,,,,,,,14974000.0,,-4950000.0,-4950000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHC,3020000000.0,-988000000.0,-618000000.0,594000000.0,-1164000000.0,906000000.0,967000000.0,1486000000.0,1404000000.0,-71000000.0,153000000.0,-3008000000.0,-3008000000.0,-65000000.0,,-1931000000.0,-1931000000.0,-988000000.0,-988000000.0,-24000000.0,0.0,-24000000.0,-618000000.0,594000000.0,-1023000000.0,-1023000000.0,58000000.0,75000000.0,75000000.0,,8000000.0,8000000.0,0.0,,,,4184000000.0,4184000000.0,-589000000.0,-308000000.0,-308000000.0,-308000000.0,,,-6000000.0,-139000000.0,-139000000.0,-100000000.0,109000000.0,3669000000.0,-2857000000.0,-2857000000.0,948000000.0,948000000.0,258000000.0,161000000.0,81000000.0,2746000000.0,-1024000000.0,,-38000000.0,,,252000000.0,252000000.0,696000000.0,,0.0,0.0,,,,-98000000.0,,,,,,,16000000.0,,-140000000.0,-140000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KR,1777000000.0,-5156000000.0,-4883000000.0,10502000000.0,-4017000000.0,252000000.0,681000000.0,3959000000.0,1883000000.0,,2076000000.0,-490000000.0,-490000000.0,-197000000.0,,-883000000.0,-883000000.0,-5029000000.0,-5156000000.0,5619000000.0,,5619000000.0,-4883000000.0,10502000000.0,-3228000000.0,-3228000000.0,325000000.0,,,,464000000.0,464000000.0,,-4017000000.0,,-4017000000.0,5794000000.0,5794000000.0,-1012000000.0,360000000.0,253000000.0,253000000.0,,,-144000000.0,-288000000.0,,117000000.0,175000000.0,98000000.0,-102000000.0,-102000000.0,3849000000.0,3849000000.0,-3000000.0,-2000000.0,-79000000.0,2672000000.0,,-68000000.0,,107000000.0,-263000000.0,,,3849000000.0,148000000.0,,,,127000000.0,127000000.0,-609000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LHX,2151000000.0,-554000000.0,-4392000000.0,3515000000.0,-408000000.0,,,615000000.0,560000000.0,-17000000.0,72000000.0,-2224000000.0,-2224000000.0,-40000000.0,133000000.0,-886000000.0,-886000000.0,-554000000.0,-554000000.0,-877000000.0,-1084000000.0,207000000.0,-2620000000.0,2827000000.0,-263000000.0,-263000000.0,-129000000.0,,,,273000000.0,273000000.0,0.0,1000000.0,1000000.0,,2559000000.0,2559000000.0,-319000000.0,-90000000.0,-90000000.0,-90000000.0,,,96000000.0,-66000000.0,128000000.0,-210000000.0,361000000.0,38000000.0,174000000.0,174000000.0,1289000000.0,1289000000.0,-286000000.0,-286000000.0,,1512000000.0,-408000000.0,-385000000.0,-29000000.0,,,,,,,-1772000000.0,688000000.0,,,,155000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LH,1095900000.0,-250100000.0,-3463700000.0,4463700000.0,-489900000.0,209200000.0,215400000.0,1518700000.0,536800000.0,-17000000.0,998900000.0,779900000.0,779900000.0,216900000.0,56200000.0,-243100000.0,-243100000.0,-250100000.0,-250100000.0,1000000000.0,,1000000000.0,-3463700000.0,4463700000.0,-1366800000.0,-1366800000.0,2000000.0,-55000000.0,0.0,-55000000.0,-823900000.0,15100000.0,-839000000.0,,,,1585800000.0,1585800000.0,-154100000.0,-40500000.0,72100000.0,72100000.0,,,-12600000.0,-21900000.0,-52300000.0,247400000.0,116700000.0,5300000.0,-20100000.0,-20100000.0,643500000.0,643500000.0,,,,747100000.0,-489900000.0,-24600000.0,,-112600000.0,-54500000.0,256400000.0,256400000.0,387100000.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,
LRCX,5414078000.0,-3422321000.0,-507488000.0,,-759186000.0,172355000.0,972513000.0,6407656000.0,5850803000.0,28324000.0,528529000.0,-4936643000.0,-4936643000.0,143000.0,140113000.0,-1149542000.0,-1149542000.0,-3419869000.0,-3422321000.0,-507488000.0,,-507488000.0,-507488000.0,,-708092000.0,-708092000.0,51094000.0,0.0,0.0,,0.0,,0.0,,,,6173264000.0,6173264000.0,441801000.0,540252000.0,212000000.0,212000000.0,,,-180733000.0,-858748000.0,-858748000.0,6845000.0,343371000.0,,-363247000.0,-363247000.0,386277000.0,386277000.0,,,,5358217000.0,-759186000.0,1147759000.0,,328252000.0,-206729000.0,,,,,,,,2452000.0,2452000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LW,230100000.0,-294400000.0,-1972300000.0,2263800000.0,-638200000.0,,,70700000.0,71400000.0,4000000.0,-4700000.0,-225000000.0,-225000000.0,-15200000.0,,-206900000.0,-206900000.0,-294400000.0,-294400000.0,291500000.0,42800000.0,248700000.0,-276600000.0,525300000.0,-648000000.0,-648000000.0,-30900000.0,21100000.0,21100000.0,,0.0,,0.0,-638200000.0,,-638200000.0,868300000.0,868300000.0,78100000.0,-11500000.0,2000000.0,2000000.0,,,112600000.0,-22200000.0,,-5400000.0,39500000.0,,600000.0,600000.0,407500000.0,407500000.0,-9200000.0,,,357200000.0,,-10300000.0,,-13500000.0,9500000.0,,,407500000.0,-21100000.0,-1695700000.0,1738500000.0,,,,,,,11900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVS,1624000000.0,-1750000000.0,-2074000000.0,1748000000.0,-1580000000.0,650000000.0,222000000.0,3775000000.0,5229000000.0,-19000000.0,-1435000000.0,-3060000000.0,-3060000000.0,-335000000.0,1000000.0,-590000000.0,-590000000.0,-1750000000.0,-1750000000.0,-326000000.0,,-326000000.0,-2074000000.0,1748000000.0,-1579000000.0,-1579000000.0,,,,,,,,1000000.0,1000000.0,,3204000000.0,3204000000.0,19000000.0,-1000000.0,-1000000.0,-1000000.0,,,,43000000.0,43000000.0,-14000000.0,55000000.0,,4000000.0,4000000.0,1368000000.0,1368000000.0,1000000.0,,,1752000000.0,-1567000000.0,,-48000000.0,,,,,1368000000.0,,,,19000000.0,,,25000000.0,,,,,,,-18000000.0,,-13000000.0,-13000000.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,-60000000.0,,,,,,,,,
LDOS,1243000000.0,-906000000.0,-18000000.0,0.0,-149000000.0,226000000.0,460000000.0,943000000.0,928000000.0,-10000000.0,166000000.0,-1084000000.0,-1084000000.0,-7000000.0,,-208000000.0,-208000000.0,-851000000.0,-906000000.0,-18000000.0,,-18000000.0,-18000000.0,0.0,-142000000.0,-142000000.0,7000000.0,,,,0.0,0.0,0.0,-149000000.0,,-149000000.0,1392000000.0,1392000000.0,-191000000.0,-39000000.0,-160000000.0,-160000000.0,,,,-220000000.0,,44000000.0,85000000.0,11000000.0,-98000000.0,-98000000.0,290000000.0,290000000.0,,,,1251000000.0,,-28000000.0,96000000.0,121000000.0,,147000000.0,147000000.0,143000000.0,,,,,55000000.0,55000000.0,,,,,,,,,,,,,,,,,,,,,-141000000.0,,,,,,,,,,,,,,,,,
LEN,2231876000.0,-2256464000.0,-597389000.0,,-171503000.0,54921000.0,790476000.0,4990210000.0,6570938000.0,,-1580728000.0,-3681550000.0,-3681550000.0,-46026000.0,,-548823000.0,-548823000.0,-2256464000.0,-2256464000.0,-830237000.0,-232848000.0,-597389000.0,-597389000.0,,-302557000.0,-302557000.0,-734000.0,2705000.0,7224000.0,-4519000.0,-425562000.0,,-425562000.0,-110062000.0,61441000.0,-171503000.0,2403379000.0,2403379000.0,-1997379000.0,380380000.0,380380000.0,380380000.0,,,-285095000.0,-129212000.0,,148000.0,176676000.0,,60426000.0,60426000.0,115528000.0,115528000.0,-8014000.0,,,3967655000.0,,,-331669000.0,,-1631783000.0,,,,195747000.0,,,,,,,-67226000.0,-38837000.0,-164099000.0,,,,,,,,,,,,155565000.0,,,,,,,231096000.0,,,,,,,,,,,,,,,
LII,782100000.0,-75200000.0,-768400000.0,580800000.0,-163600000.0,45200000.0,231900000.0,415100000.0,60700000.0,1700000.0,352700000.0,-418600000.0,-418600000.0,,4500000.0,-160300000.0,-160300000.0,-75200000.0,-75200000.0,-187600000.0,-150000000.0,-37600000.0,-194300000.0,156700000.0,-174400000.0,-174400000.0,,-7400000.0,,,-5900000.0,1800000.0,-7700000.0,-161100000.0,2500000.0,-163600000.0,945700000.0,945700000.0,42500000.0,145400000.0,115000000.0,115000000.0,,,-10100000.0,-80400000.0,,-9300000.0,28500000.0,0.0,-24500000.0,-24500000.0,95100000.0,95100000.0,-4500000.0,4200000.0,1500000.0,806900000.0,,-4100000.0,-8300000.0,30400000.0,,,,,-2300000.0,-574100000.0,424100000.0,8000000.0,4500000.0,4500000.0,,,,-7900000.0,,,,,,,,,,,,3000000.0,,,,,,,,,,,,,,,,,,,,,,
LLY,414300000.0,-2500000000.0,-664200000.0,11417100000.0,-8403600000.0,,,3268400000.0,2818600000.0,-296700000.0,746500000.0,1230100000.0,1230100000.0,-490600000.0,,-4680400000.0,-4680400000.0,-2500000000.0,-2500000000.0,8901100000.0,-1851800000.0,10752900000.0,-664200000.0,11417100000.0,-9301500000.0,-9301500000.0,-298200000.0,-253300000.0,522500000.0,-775800000.0,-947700000.0,,-947700000.0,-5057800000.0,,-5057800000.0,8817900000.0,8817900000.0,-5385000000.0,2608800000.0,2608800000.0,2608800000.0,,,-2507400000.0,-2155200000.0,,4057800000.0,645600000.0,,-2683100000.0,-2683100000.0,1766600000.0,1766600000.0,-174000000.0,,,10590000000.0,,,,,-3331200000.0,,,,,,,,,,,,-223800000.0,,,,,,,-2744500000.0,-3345800000.0,,,,,,,,,,,,,601300000.0,,,,,,,,,,,,,,
LIN,4926000000.0,-4482000000.0,-1305000000.0,4844000000.0,-4497000000.0,443000000.0,2216000000.0,4850000000.0,4664000000.0,-234000000.0,420000000.0,-4359000000.0,-4359000000.0,-420000000.0,,-2655000000.0,-2655000000.0,-4451000000.0,-4482000000.0,3167000000.0,-372000000.0,3539000000.0,-1305000000.0,4844000000.0,-4644000000.0,-4644000000.0,,,,,-147000000.0,170000000.0,-317000000.0,,,,9423000000.0,9423000000.0,-845000000.0,-277000000.0,,,,,56000000.0,-160000000.0,-160000000.0,-267000000.0,160000000.0,,-142000000.0,-142000000.0,3780000000.0,3780000000.0,,,,6737000000.0,-4497000000.0,-409000000.0,,,-55000000.0,554000000.0,554000000.0,3226000000.0,,,,,31000000.0,31000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYV,1050019000.0,,-1959725000.0,1671842000.0,-675156000.0,131234000.0,253652000.0,6106109000.0,6238956000.0,-345191000.0,212344000.0,-658550000.0,-658550000.0,-396719000.0,26052000.0,,,,,-287883000.0,,-287883000.0,-1959725000.0,1671842000.0,-854281000.0,-854281000.0,-54729000.0,,,,-124396000.0,19594000.0,-143990000.0,-666634000.0,,-666634000.0,1725175000.0,1725175000.0,651105000.0,13782000.0,13782000.0,13782000.0,,,,181430000.0,181430000.0,73631000.0,110348000.0,,-708570000.0,-708570000.0,549923000.0,549923000.0,19541000.0,,,1131124000.0,,478085000.0,,,-22192000.0,249920000.0,249920000.0,300003000.0,-15393000.0,,,1002000.0,,,,-102929000.0,,32371000.0,,,,,,-8522000.0,-8522000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKQ,810000000.0,-360000000.0,-2145000000.0,2128000000.0,-311000000.0,230000000.0,322000000.0,239000000.0,299000000.0,-29000000.0,-31000000.0,-746000000.0,-746000000.0,-51000000.0,,-318000000.0,-318000000.0,-360000000.0,-360000000.0,-17000000.0,-547000000.0,530000000.0,-1598000000.0,2128000000.0,-406000000.0,-406000000.0,-35000000.0,0.0,0.0,,-60000000.0,,-60000000.0,-311000000.0,,-311000000.0,1121000000.0,1121000000.0,-57000000.0,251000000.0,251000000.0,251000000.0,,,-253000000.0,-2000000.0,,83000000.0,30000000.0,,-34000000.0,-34000000.0,406000000.0,406000000.0,,,0.0,693000000.0,,-11000000.0,-59000000.0,,,182000000.0,182000000.0,225000000.0,,-547000000.0,,,,,17000000.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMT,5287000000.0,-3700000000.0,-168000000.0,2970000000.0,-1685000000.0,,,2483000000.0,1442000000.0,,1041000000.0,-4139000000.0,-4139000000.0,-182000000.0,,-3059000000.0,,-3700000000.0,-3700000000.0,2802000000.0,,2802000000.0,-168000000.0,2970000000.0,-1792000000.0,-1792000000.0,-107000000.0,,,,,,,,,,6972000000.0,6972000000.0,-163000000.0,38000000.0,38000000.0,-93000000.0,131000000.0,131000000.0,-478000000.0,-328000000.0,-219000000.0,464000000.0,277000000.0,87000000.0,-588000000.0,-588000000.0,1559000000.0,1559000000.0,,0.0,,5336000000.0,-1685000000.0,605000000.0,,,,593000000.0,593000000.0,967000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L,2393000000.0,-608000000.0,-1366000000.0,1294000000.0,-632000000.0,422000000.0,403000000.0,541000000.0,399000000.0,-10000000.0,152000000.0,-898000000.0,-898000000.0,-163000000.0,,-55000000.0,-55000000.0,-608000000.0,-608000000.0,-72000000.0,,-72000000.0,-1366000000.0,1294000000.0,-1975000000.0,-1975000000.0,-14000000.0,-1115000000.0,5712000000.0,-6827000000.0,-214000000.0,121000000.0,-335000000.0,-632000000.0,,-632000000.0,3025000000.0,3025000000.0,1080000000.0,,,,,,,-929000000.0,,98000000.0,,,-45000000.0,-45000000.0,,583000000.0,15000000.0,,,1494000000.0,,,417000000.0,,,,,,81000000.0,,,,,,-9000000.0,,,-66000000.0,,,,,-200000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOW,7698000000.0,-4053000000.0,-545000000.0,0.0,-1927000000.0,1475000000.0,1648000000.0,1761000000.0,921000000.0,0.0,840000000.0,-7047000000.0,-7047000000.0,-42000000.0,159000000.0,-2566000000.0,-2566000000.0,-4053000000.0,-4053000000.0,-545000000.0,0.0,-545000000.0,-545000000.0,0.0,-1738000000.0,-1738000000.0,-11000000.0,-82000000.0,1204000000.0,-1286000000.0,177000000.0,177000000.0,,105000000.0,105000000.0,,9625000000.0,9625000000.0,118000000.0,633000000.0,633000000.0,633000000.0,,,-514000000.0,,,520000000.0,221000000.0,5000000.0,9000000.0,9000000.0,1972000000.0,1972000000.0,-177000000.0,,-177000000.0,6957000000.0,-1927000000.0,,93000000.0,,,,,,,,,,,,-94000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LULU,1583481000.0,-1636879000.0,,,-689232000.0,478000.0,579178000.0,1984336000.0,2243971000.0,-81666000.0,-177969000.0,-1652508000.0,-1652508000.0,-35442000.0,19813000.0,,,-1636879000.0,-1636879000.0,,,,,,-798174000.0,-798174000.0,-5009000.0,50213000.0,,,-154146000.0,,-154146000.0,-689232000.0,,-689232000.0,2272713000.0,2272713000.0,-51895000.0,181190000.0,100161000.0,-57044000.0,157205000.0,157205000.0,-156085000.0,1626000.0,1626000.0,-36231000.0,90011000.0,0.0,57451000.0,57451000.0,446524000.0,446524000.0,-47763000.0,,,1814616000.0,,65911000.0,-73205000.0,81029000.0,-73820000.0,2700000.0,2700000.0,443300000.0,-47763000.0,,,0.0,,,2488000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYB,1980000000.0,-195000000.0,-776000000.0,744000000.0,-1839000000.0,503000000.0,343000000.0,3388000000.0,3405000000.0,-88000000.0,71000000.0,-1895000000.0,-1895000000.0,52000000.0,,-1720000000.0,-1720000000.0,-195000000.0,-195000000.0,-32000000.0,0.0,-32000000.0,-776000000.0,744000000.0,-1853000000.0,-1853000000.0,-198000000.0,46000000.0,967000000.0,-921000000.0,138000000.0,689000000.0,-551000000.0,,,,3819000000.0,3819000000.0,30000000.0,-122000000.0,-122000000.0,-122000000.0,,,25000000.0,127000000.0,127000000.0,242000000.0,91000000.0,949000000.0,-437000000.0,-437000000.0,1522000000.0,1522000000.0,-67000000.0,,-284000000.0,1367000000.0,-1839000000.0,,,,,,,,,0.0,,,,,,,,217000000.0,,,,,,,,,,,,122000000.0,,,,,,,,,,,,,,,,,,,,,,
MTB,3394000000.0,-746000000.0,-1009000000.0,5497000000.0,-216000000.0,4319000000.0,236000000.0,1909000000.0,1731000000.0,,178000000.0,-2882000000.0,-2882000000.0,114000000.0,,-1033000000.0,-895000000.0,-396000000.0,-396000000.0,232000000.0,-4256000000.0,4488000000.0,-1009000000.0,5497000000.0,-550000000.0,-550000000.0,-538000000.0,-6936000000.0,8007000000.0,-14943000000.0,0.0,0.0,,,,,3610000000.0,3610000000.0,-79000000.0,,,,,,,,,,,40000000.0,-27000000.0,-27000000.0,508000000.0,508000000.0,-30000000.0,,,2588000000.0,-216000000.0,49000000.0,,,,192000000.0,192000000.0,316000000.0,,,,,733000000.0,,,,,,,383000000.0,733000000.0,,,,,,,,-138000000.0,,-350000000.0,,,,,,,,,,,,,,,,,,,,,
MPC,6132000000.0,-9189000000.0,-1984000000.0,1631000000.0,-2533000000.0,1272000000.0,732000000.0,3211000000.0,5446000000.0,,-2235000000.0,-12434000000.0,-12434000000.0,-1763000000.0,,-1154000000.0,-1154000000.0,-9164000000.0,-9189000000.0,-353000000.0,,-353000000.0,-1984000000.0,1631000000.0,1534000000.0,1534000000.0,231000000.0,5033000000.0,7982000000.0,-2949000000.0,-1197000000.0,,-1197000000.0,-2533000000.0,,-2533000000.0,8665000000.0,8665000000.0,399000000.0,,,,,,-270000000.0,1117000000.0,,-283000000.0,,,-124000000.0,-124000000.0,3337000000.0,3337000000.0,-946000000.0,59000000.0,,5067000000.0,,-448000000.0,,,,,,,71000000.0,,,,25000000.0,25000000.0,,,,-1048000000.0,,,,,,,,,,0.0,,1215000000.0,,,,,,,,,,,,,,,,,,,,,,
MKTX,328672000.0,-75474000.0,-344925000.0,344925000.0,-56565000.0,1717000.0,96932000.0,700459000.0,611672000.0,-8138000.0,96925000.0,-201377000.0,-201377000.0,-16194000.0,2988000.0,-112697000.0,-112697000.0,-75474000.0,-75474000.0,0.0,0.0,,,,-86935000.0,-86935000.0,,-30370000.0,12440000.0,-42810000.0,0.0,,0.0,-9942000.0,,-9942000.0,385237000.0,385237000.0,-3531000.0,-310921000.0,-317970000.0,-314686000.0,-3284000.0,-3284000.0,,316361000.0,316361000.0,7042000.0,29684000.0,,-3878000.0,-3878000.0,80463000.0,80463000.0,1276000.0,,,274181000.0,-46623000.0,-621000.0,-629000.0,7049000.0,1009000.0,,,80463000.0,,-344925000.0,344925000.0,,,,-8730000.0,,,,,,,1276000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,1999000000.0,-3762000000.0,-558000000.0,2948000000.0,-750000000.0,,,425000000.0,366000000.0,,59000000.0,-1956000000.0,-1956000000.0,-138000000.0,,-682000000.0,-682000000.0,-3689000000.0,-3762000000.0,2553000000.0,163000000.0,2390000000.0,-558000000.0,2948000000.0,-734000000.0,-734000000.0,,,,,,,,16000000.0,16000000.0,,2749000000.0,2749000000.0,-82000000.0,,,,,,,,,-101000000.0,237000000.0,,-172000000.0,-172000000.0,492000000.0,492000000.0,,,,2375000000.0,-750000000.0,,,,,,,492000000.0,,,,,73000000.0,73000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMC,3986000000.0,-900000000.0,-1617000000.0,8170000000.0,-316000000.0,591000000.0,1239000000.0,13674000000.0,14152000000.0,-414000000.0,-64000000.0,4455000000.0,4455000000.0,51000000.0,,-1513000000.0,-1513000000.0,-636000000.0,-900000000.0,6553000000.0,0.0,6553000000.0,-1617000000.0,8170000000.0,-8821000000.0,-8821000000.0,1000000.0,-53000000.0,55000000.0,-108000000.0,-8453000000.0,89000000.0,-8542000000.0,,,,4302000000.0,4302000000.0,-1075000000.0,92000000.0,,,,,,-467000000.0,,203000000.0,368000000.0,,,,746000000.0,746000000.0,-57000000.0,,0.0,4117000000.0,-316000000.0,-229000000.0,-217000000.0,92000000.0,,377000000.0,377000000.0,369000000.0,-9000000.0,0.0,0.0,,264000000.0,264000000.0,-254000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLM,604000000.0,-450000000.0,-1710000000.0,2758000000.0,-855000000.0,158000000.0,382000000.0,670000000.0,1282000000.0,,-612000000.0,373000000.0,373000000.0,-4000000.0,-32000000.0,-189000000.0,,-450000000.0,-450000000.0,1048000000.0,,1048000000.0,-1710000000.0,2758000000.0,-2444000000.0,-2444000000.0,10000000.0,,,,-1599000000.0,2160000000.0,-3759000000.0,-855000000.0,,-855000000.0,1459000000.0,1459000000.0,211000000.0,17000000.0,17000000.0,17000000.0,,,-52000000.0,81000000.0,81000000.0,35000000.0,58000000.0,,-45000000.0,-45000000.0,573000000.0,,-1369000000.0,,-1369000000.0,1996000000.0,,165000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAS,907000000.0,-751000000.0,-3000000.0,0.0,-168000000.0,,,634000000.0,634000000.0,-9000000.0,9000000.0,-1017000000.0,-1019000000.0,-88000000.0,79000000.0,-254000000.0,-254000000.0,-751000000.0,-751000000.0,-3000000.0,0.0,-3000000.0,-3000000.0,0.0,-50000000.0,-50000000.0,-4000000.0,,,,122000000.0,126000000.0,-4000000.0,,,,1075000000.0,1075000000.0,-130000000.0,-95000000.0,,,,,4000000.0,-39000000.0,,6000000.0,39000000.0,0.0,63000000.0,63000000.0,150000000.0,150000000.0,73000000.0,-7000000.0,80000000.0,874000000.0,-168000000.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,13586000000.0,-11035000000.0,-1336000000.0,3960000000.0,-1194000000.0,571000000.0,3252000000.0,10808000000.0,10465000000.0,-199000000.0,542000000.0,-10836000000.0,-10836000000.0,-201000000.0,224000000.0,-2448000000.0,-2448000000.0,-11035000000.0,-11035000000.0,2624000000.0,,2624000000.0,-1336000000.0,3960000000.0,-3402000000.0,-3402000000.0,-3000000.0,306000000.0,964000000.0,-658000000.0,-2511000000.0,,-2511000000.0,-474000000.0,,-474000000.0,14780000000.0,14780000000.0,-1040000000.0,1704000000.0,-88000000.0,75000000.0,-163000000.0,-163000000.0,,21000000.0,186000000.0,2021000000.0,526000000.0,,-527000000.0,-527000000.0,897000000.0,897000000.0,29000000.0,,,12874000000.0,-720000000.0,131000000.0,-593000000.0,1792000000.0,-3225000000.0,,,,29000000.0,,,,,,922000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTCH,882141000.0,-752674000.0,,,-50578000.0,152890000.0,149236000.0,965993000.0,862440000.0,-12324000.0,115877000.0,-758304000.0,-758304000.0,-19214000.0,13584000.0,,,-752674000.0,-752674000.0,,,,,,-58538000.0,-58538000.0,-7960000.0,,,,,,,,,,932719000.0,932719000.0,-34716000.0,-9395000.0,-9395000.0,-9395000.0,,,,-29788000.0,-29788000.0,2019000.0,267381000.0,74175000.0,-14952000.0,-14952000.0,87499000.0,87499000.0,,,,551313000.0,-50578000.0,-20870000.0,25337000.0,,,,,87499000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
